,breadscrum,cod_item,cod_item_pai,nome,situacao,sigiloso,assunto_secundario,crime_antecedente,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
599,14:5916:5952,5952,5916,IPTU/ Imposto Predial e Territorial Urbano,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
600,14:5916:5953,5953,5916,IPVA - Imposto Sobre Propriedade de Veículos Automotores,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
601,14:5916:5954,5954,5916,ITBI - Imposto de Transmissão Intervivos de Bens Móveis e Imóveis,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
602,14:5916:5955,5955,5916,ITCD - Imposto de Transmissão Causa Mortis,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
603,14:5956,5956,14,Taxas,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
604,14:5956:5957,5957,5956,Federais,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
605,14:5956:5957:5958,5958,5957,Taxa Anual por Hectare,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
606,14:5956:5957:5959,5959,5957,Taxa de Armazenamento,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
607,14:5956:5957:5960,5960,5957,Taxa de Despacho Aduaneiro,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
608,14:5956:5957:5961,5961,5957,Taxa de Exploração Mineral,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
609,14:5956:5957:5962,5962,5957,Taxa de Fiscalização Ambiental,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
610,14:5956:5957:5963,5963,5957,Taxa de Guia de Importação,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
611,14:5956:5957:5964,5964,5957,Taxa de Licença de Importação,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
612,14:5956:5957:5965,5965,5957,Taxa de Melhoramento de Portos,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
613,14:5956:5957:5966,5966,5957,Taxa de Permanência,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
614,14:5956:5957:5967,5967,5957,Taxa de Saúde Suplementar,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
615,14:5956:5957:5968,5968,5957,Taxa de Fiscalização da Comissão de Valores Mobiliários,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
616,14:5956:5957:5969,5969,5957,Taxa Judiciária,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
617,14:5956:5957:5970,5970,5957,Taxa de Aferição de Equipamentos de Metrologia,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
618,14:5956:5971,5971,5956,Estaduais,A,N,N,N,S,N,N,N,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,S,N,N,N
619,14:5956:5972,5972,5956,Municipais,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
620,14:5973,5973,14,Empréstimos Compulsórios,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
621,14:5973:5974,5974,5973,Aquisição de veículos automotores,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
622,14:5973:5975,5975,5973,Aquisição de combustíveis,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
623,14:5973:5976,5976,5973,Aquisição de passagens e moedas - Viagem Exterior,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
624,14:5973:5977,5977,5973,Energia Elétrica,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
625,14:5978,5978,14,Obrigação Tributária,A,N,N,,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
626,14:5978:5979,5979,5978,Responsabilidade tributária,A,N,S,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
627,14:5978:5979:5980,5980,5979,Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante,A,N,N,,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
628,14:5978:5979:5981,5981,5979,Substituição Tributária,A,N,N,,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
629,14:5978:5982,5982,5978,DIMOB/Declaração de Informações sobre Atividades Imobilíárias,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
630,14:5978:5983,5983,5978,CNPJ/Cadastro Nacional de Pessoas Jurídicas,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
631,14:5978:5984,5984,5978,CPF/Cadastro de Pessoas Físicas,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
632,14:5978:5985,5985,5978,Obrigação Acessória,A,N,N,,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
633,14:5986,5986,14,Crédito Tributário,A,N,N,,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
634,14:5986:5987,5987,5986,Suspensão da Exigibilidade,A,N,N,,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
635,14:5986:5987:5988,5988,5987,Carta de fiança,A,N,N,,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
636,14:5986:5987:5989,5989,5987,Parcelamento,A,N,N,,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
637,14:5986:5990,5990,5986,Extinção do Crédito Tributário,A,N,S,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
638,14:5986:5990:5991,5991,5990,Compensação com Apólices da Dívida Pública,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
639,14:5986:5990:5992,5992,5990,Prescrição,A,N,S,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
640,14:5986:5990:5993,5993,5990,Decadência,A,N,S,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
641,14:5986:5990:5994,5994,5990,Compensação,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
642,14:5986:5990:5995,5995,5990,TDA/Títulos da Dívida Agrária,A,N,S,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
643,14:5986:5996,5996,5986,Anistia,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
644,14:5986:5997,5997,5986,Denúncia espontânea,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
645,14:5986:5998,5998,5986,Lançamento,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
646,14:5986:5999,5999,5986,CND/Certidão Negativa de Débito,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
647,14:5986:5999:6000,6000,5999,Expedição de CND,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
648,14:5986:5999:6001,6001,5999,Expedição de Certidão Positiva de Débito com Efeito de Negativa,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
649,14:5986:5999:6002,6002,5999,Certificado de Regularidade - FGTS,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
650,14:5986:6003,6003,5986,Incentivos fiscais,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
651,14:5986:6004,6004,5986,Anulação de Débito Fiscal,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
652,14:5986:6005,6005,5986,Juros/Correção Monetária,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
653,14:5986:6006,6006,5986,Prazo de Recolhimento,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
654,14:5986:6007,6007,5986,Repetição de indébito,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
655,14:5986:6008,6008,5986,Base de Cálculo,A,N,S,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
656,14:5986:6009,6009,5986,Crédito Prêmio,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
657,14:5986:6010,6010,5986,Crédito Presumido,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
658,14:5986:6011,6011,5986,Fato Gerador/Incidência,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
659,14:5986:6012,6012,5986,Alíquota,A,N,S,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
660,14:5986:6012:6013,6013,6012,Alíquota Zero,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
661,14:5986:6012:6014,6014,6012,Alíquota Progressiva,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
662,14:5986:6012:6015,6015,6012,Índice da Alíquota,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
663,14:5986:6016,6016,5986,Creditamento,A,N,S,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
664,14:6017,6017,14,Dívida Ativa,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
665,14:6018,6018,14,Processo Administrativo Fiscal,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
666,14:6018:6019,6019,6018,Depósito Prévio ao Recurso Administrativo,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
667,14:6018:6020,6020,6018,Arrolamento de Bens,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
668,14:6021,6021,14,Procedimentos Fiscais,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
669,14:6021:6022,6022,6021,Sigilo Fiscal,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
670,14:6021:6022:6023,6023,6022,Utilização de Dados Relativos à CPMF para Fins de Fiscalização,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
671,14:6021:6024,6024,6021,Liberação de mercadorias,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
672,14:6021:6025,6025,6021,Levantamento de depósito,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
673,14:6021:6026,6026,6021,Cadastro de Inadimplentes - CADIN,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
674,14:6021:6027,6027,6021,Autorização para Impressão de Documentos Fiscais - AIDF,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
675,14:6021:6028,6028,6021,Liberação de Veículo Apreendido,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
676,14:6021:6029,6029,6021,Perdimento de Bens,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
677,14:6030,6030,14,GATT - &quot;Acordo Geral sobre Tarifas e Comércio&quot;,A,N,S,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
678,14:6031,6031,14,Contribuições,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
679,14:6031:6032,6032,6031,Contribuições de Melhoria,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
680,14:6031:6033,6033,6031,Contribuições Sociais,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
681,14:6031:6033:6034,6034,6033,Finsocial,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
682,14:6031:6033:6035,6035,6033,Cofins,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
683,14:6031:6033:6036,6036,6033,Contribuição Social sobre o Lucro Líquido,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
684,14:6031:6033:6037,6037,6033,Salário-Educação,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
685,14:6031:6033:6038,6038,6033,Seguro Acidentes do Trabalho,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
686,14:6031:6033:6039,6039,6033,PIS,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
687,14:6031:6033:6040,6040,6033,Funrural,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
688,14:6031:6033:6041,6041,6033,Contribuição INCRA,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
689,14:6031:6033:6042,6042,6033,PASEP,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
690,14:6031:6033:6043,6043,6033,Construção Civil,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
691,14:6031:6044,6044,6031,Contribuições Corporativas,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
692,14:6031:6044:6045,6045,6044,"Contribuições para o SEBRAE, SESC, SENAC, SENAI e outros",A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
693,14:6031:6044:6046,6046,6044,Conselhos Regionais e Afins (Anuidade),A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
694,14:6031:6044:6047,6047,6044,Contribuição Sindical,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
695,14:6031:6048,6048,6031,Contribuições Previdenciárias,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
696,14:6031:6048:6049,6049,6048,Servidores Ativos,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
697,14:6031:6048:6050,6050,6048,Servidores Inativos,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
698,14:6031:6048:6051,6051,6048,Mandato Eletivo/Lei 9.506/97,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
699,14:6031:6048:6052,6052,6048,Aposentadoria/Retorno aoTrabalho,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
700,14:6031:6048:6053,6053,6048,Cargo em Comissão,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
701,14:6031:6048:6054,6054,6048,Tempo de Serviço Urbano/Contribuições não Recolhidas,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
702,14:6031:6048:6055,6055,6048,Tempo de Serviço Rural/Contribuições não Recolhidas,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
703,14:6031:6048:6056,6056,6048,Gratificação Natalina/13º Salário,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
704,14:6031:6048:6057,6057,6048,Produção Agropecuária,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
705,14:6031:6048:6058,6058,6048,Indenização Trabalhista,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
706,14:6031:6048:6059,6059,6048,Reembolso auxílio-creche,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
707,14:6031:6048:6060,6060,6048,Contribuição sobre a folha de salários,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
708,14:6031:6048:6061,6061,6048,Devolução de contribuições previdenciárias pagas além do teto,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
709,14:6031:6048:6062,6062,6048,1/3 de férias,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
710,14:6031:6048:6063,6063,6048,Auxílio-Alimentação,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
711,14:6031:6048:6064,6064,6048,Custeio de Assistência Médica,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
712,14:6031:6048:6065,6065,6048,Hora Extra,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
713,14:6031:6048:6066,6066,6048,Massa Falida- Recolhimento,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
714,14:6031:6048:6067,6067,6048,Nota Fiscal ou Fatura,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
715,14:6031:6048:6068,6068,6048,Salário-Maternidade,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
716,14:6031:6048:6069,6069,6048,Contribuição sobre Nota Fiscal de Execução de Serviços,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
717,14:6031:6048:6070,6070,6048,"Contribuição de Autônomos, Empresários (Pró-labore) e Facultativos",A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
718,14:6031:6071,6071,6031,Contribuições Especiais,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
719,14:6031:6071:6072,6072,6071,FNT/Fundo Nacional de Telecomunicações,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
720,14:6031:6071:6073,6073,6071,ATP/Adicional de Tarifa Portuária,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
721,14:6031:6071:6074,6074,6071,AITP/Adicional de Indenização do Trabalhador Portuário Avulso,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
722,14:6031:6071:6075,6075,6071,Adicional de Tarifa Aeroportuária,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
723,14:6031:6071:6076,6076,6071,AFRMM/Adicional ao Frete para Renovação da Marinha Mercante ,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
724,14:6031:6071:6077,6077,6071,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
725,14:6031:6071:6078,6078,6071,Seguro Apagão (Lei 10.438/02),A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
726,14:6031:6071:6079,6079,6071,Contribuição sobre licença de uso ou transferência de tecnologia,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
727,14:6031:6071:6080,6080,6071,Contribuição de Intervenção no Domínio Econômico (CIDE),A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
728,14:6031:6071:6081,6081,6071,FUNDAF/Fundo Especial de Desenvolvimento e Aperfeiçoamento das Atividades de Fiscalização ,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
729,14:6031:6071:6082,6082,6071,FUSEX/FUNSA/FUSMA/Fundo de Saúde das Forças Armadas,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
730,14:6031:6071:6083,6083,6071,Contribuição de Iluminação Pública,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
731,14:6031:6071:6084,6084,6071,IUEE/Imposto Único sobre Energia Elétrica,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
732,14:6031:6071:6085,6085,6071,FGTS/Fundo de Garantia Por Tempo de Serviço,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
733,14:6031:6071:6086,6086,6071,Contribuição sobre Açúcar e Álcool,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
734,14:6031:6071:6087,6087,6071,CPMF/Contribuição Provisória sobre Movimentação Financeira,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
735,14:6088,6088,14,Discriminação Tributária MERCOSUL,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
736,14:6089,6089,14,Regimes Especiais de Tributação,A,N,N,N,S,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
737,14:6089:6090,6090,6089,REFIS/Programa de Recuperação Fiscal,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
738,14:6089:6091,6091,6089,PAES/Parcelamento Especial,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
739,14:6089:6092,6092,6089,SIMPLES,A,N,N,N,S,N,N,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
