;case: orgao_mun;14;195;287;864;899;1146;1156;1209;6191;7724;8826;9633;9985;10739;11049;11068;11428;12467;12480;12734;2;268;268:269;268:277;268:281;268:284;268:303;268:308;268:316;268:334;268:412;2:1106;2:12133;2:158;2:175;2:197;2:214;385;385:406;total;cluster;count
595;2ª VARA CÍVEL DE CAXIAS - TJMA;0.185;0.0;0.0;0.0;0.607;0.0;0.089;0.0;0.0;0.0;0.074;0.0;0.044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.296;0.0;0.667;0.022;0.007;0.0;0.0;0.0;0.009;-1;-1
596;2ª VARA CÍVEL DE PENEDO - TJAL;0.03;0.0;0.0;0.061;0.667;0.0;0.0;0.0;0.0;0.0;0.091;0.0;0.152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.818;0.0;0.121;0.061;0.0;0.0;0.0;0.0;0.002;-1;-1
597;2ª VARA CÍVEL DE SANTANA - TJAP;0.443;0.008;0.0;0.0;0.314;0.0;0.012;0.0;0.0;0.009;0.134;0.0;0.075;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39;0.0;0.559;0.003;0.001;0.047;0.0;0.0;0.049;-1;-1
598;2ª VARA CÍVEL DE SÃO LUÍS - TJMA;0.0;0.0;0.0;0.0;0.594;0.0;0.049;0.0;0.0;0.026;0.27;0.001;0.056;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.512;0.001;0.428;0.039;0.0;0.018;0.0;0.0;0.055;-1;-1
599;2ª VARA CÍVEL DE SÃO MIGUEL DOS CAMPOS - TJAL;0.0;0.0;0.0;0.0;0.76;0.0;0.0;0.0;0.0;0.0;0.16;0.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.92;0.0;0.0;0.08;0.0;0.0;0.0;0.0;0.002;-1;-1
600;2ª VARA CÍVEL DE TERESINA - TJPI;0.004;0.0;0.0;0.01;0.542;0.0;0.103;0.001;0.0;0.001;0.281;0.001;0.049;0.0;0.0;0.001;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.768;0.001;0.216;0.011;0.0;0.003;0.0;0.0;0.131;-1;-1
601;2ª VARA CÍVEL DE UNIÃO DOS PALMARES - TJAL;0.0;0.0;0.0;0.0;0.486;0.0;0.0;0.0;0.0;0.027;0.432;0.0;0.054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.649;0.0;0.297;0.054;0.0;0.0;0.0;0.0;0.002;-1;-1
602;2ª VARA CÍVEL DO FORO CENTRAL - PORTO ALEGRE - TJRS;0.0;0.0;0.0;0.0;0.797;0.0;0.126;0.0;0.0;0.0;0.077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.671;0.0;0.313;0.016;0.0;0.0;0.0;0.0;0.02;-1;-1
603;2ª VARA CÍVEL E CRIMINAL DE BREVES - TJPA;0.063;0.0;0.042;0.007;0.476;0.0;0.0;0.196;0.0;0.049;0.161;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007;0.007;0.0;0.007;0.028;0.0;0.0;0.0;0.0;0.0;0.0;0.301;0.0;0.378;0.014;0.007;0.063;0.189;0.0;0.009;-1;-1
604;2ª VARA CÍVEL E CRIMINAL DE CAMETÁ - TJPA;0.031;0.004;0.026;0.0;0.167;0.0;0.52;0.022;0.0;0.004;0.123;0.0;0.097;0.0;0.0;0.0;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.026;0.0;0.0;0.0;0.0;0.0;0.0;0.762;0.009;0.141;0.026;0.0;0.013;0.022;0.0;0.015;-1;-1
605;2ª VARA CÍVEL E CRIMINAL DE MARECHAL DEODORO - TJAL;0.058;0.0;0.052;0.0;0.181;0.0;0.0;0.013;0.0;0.0;0.658;0.0;0.039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.045;0.0;0.0;0.0;0.0;0.0;0.0;0.213;0.0;0.684;0.039;0.0;0.0;0.013;0.0;0.01;-1;-1
606;2ª VARA CÍVEL E DE ACIDENTES DE TRABALHO - TJAM;0.005;0.051;0.0;0.034;0.66;0.0;0.037;0.0;0.0;0.0;0.199;0.0;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.664;0.002;0.155;0.104;0.0;0.002;0.0;0.0;0.053;-1;-1
607;2ª VARA CÍVEL E DE FAZENDA PÚBLICA DE MACAPÁ - TJAP;0.1;0.005;0.0;0.0;0.412;0.0;0.027;0.0;0.0;0.004;0.338;0.0;0.114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.427;0.0;0.365;0.006;0.196;0.007;0.0;0.0;0.182;-1;-1
608;2ª VARA CÍVEL E EMPRESARIAL DA COMARCA DE XINGUARA - TJPA;0.049;0.0;0.183;0.024;0.256;0.0;0.024;0.012;0.0;0.024;0.402;0.0;0.012;0.0;0.0;0.012;0.0;0.0;0.0;0.0;0.012;0.098;0.0;0.024;0.061;0.0;0.0;0.0;0.0;0.0;0.0;0.402;0.0;0.244;0.134;0.0;0.0;0.024;0.0;0.005;-1;-1
609;2ª VARA CÍVEL E EMPRESARIAL DE ANANINDEUA - TJPA;0.004;0.012;0.008;0.004;0.556;0.0;0.091;0.0;0.0;0.0;0.311;0.0;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.606;0.0;0.307;0.05;0.0;0.037;0.0;0.0;0.016;-1;-1
610;2ª VARA CÍVEL E EMPRESARIAL DE BARCARENA - TJPA;0.045;0.0;0.0;0.0;0.627;0.0;0.0;0.0;0.0;0.037;0.284;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.657;0.0;0.261;0.015;0.0;0.067;0.0;0.0;0.009;-1;-1
611;2ª VARA CÍVEL E EMPRESARIAL DE BELÉM - TJPA;0.004;0.0;0.004;0.0;0.863;0.0;0.039;0.0;0.0;0.0;0.078;0.0;0.008;0.0;0.0;0.0;0.0;0.004;0.0;0.0;0.035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.422;0.0;0.512;0.012;0.008;0.012;0.0;0.0;0.017;-1;-1
612;2ª VARA CÍVEL E EMPRESARIAL DE BRAGANÇA - TJPA;0.051;0.0;0.025;0.0;0.752;0.0;0.002;0.0;0.002;0.02;0.094;0.002;0.05;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.007;0.002;0.0;0.005;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.744;0.0;0.083;0.098;0.0;0.048;0.0;0.0;0.039;-1;-1
613;2ª VARA CÍVEL E EMPRESARIAL DE CAPANEMA - TJPA;0.234;0.0;0.074;0.011;0.298;0.0;0.043;0.011;0.0;0.043;0.255;0.021;0.0;0.0;0.0;0.0;0.0;0.0;0.011;0.0;0.0;0.0;0.0;0.021;0.074;0.0;0.0;0.011;0.0;0.0;0.0;0.415;0.0;0.426;0.0;0.0;0.053;0.0;0.0;0.006;-1;-1
614;2ª VARA CÍVEL E EMPRESARIAL DE CASTANHAL - TJPA;0.0;0.005;0.0;0.005;0.691;0.0;0.005;0.0;0.005;0.024;0.266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.391;0.0;0.512;0.072;0.0;0.019;0.0;0.0;0.013;-1;-1
615;2ª VARA CÍVEL E EMPRESARIAL DE ITAITUBA - TJPA;0.008;0.0;0.016;0.0;0.551;0.0;0.016;0.0;0.0;0.079;0.331;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.331;0.0;0.48;0.079;0.0;0.079;0.016;0.0;0.008;-1;-1
616;2ª VARA CÍVEL E EMPRESARIAL DE MARABÁ - TJPA;0.009;0.0;0.0;0.0;0.558;0.0;0.19;0.0;0.004;0.0;0.225;0.0;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.662;0.0;0.238;0.078;0.0;0.013;0.0;0.0;0.015;-1;-1
617;2ª VARA CÍVEL E EMPRESARIAL DE MARITUBA - TJPA;0.0;0.0;0.45;0.0;0.389;0.0;0.008;0.0;0.0;0.015;0.137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.427;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.328;0.0;0.137;0.053;0.0;0.038;0.0;0.0;0.008;-1;-1
618;2ª VARA CÍVEL E EMPRESARIAL DE PARAGOMINAS - TJPA;0.031;0.0;0.008;0.008;0.496;0.0;0.094;0.0;0.0;0.008;0.331;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.543;0.0;0.299;0.008;0.0;0.134;0.0;0.0;0.008;-1;-1
619;2ª VARA CÍVEL E EMPRESARIAL DE PARAUAPEBAS - TJPA;0.006;0.006;0.0;0.0;0.538;0.0;0.051;0.0;0.006;0.025;0.348;0.0;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.506;0.013;0.297;0.032;0.0;0.139;0.0;0.0;0.01;-1;-1
620;2ª VARA CÍVEL E EMPRESARIAL DE REDENÇÃO - TJPA;0.011;0.011;0.0;0.006;0.646;0.0;0.051;0.0;0.0;0.017;0.223;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.463;0.0;0.451;0.023;0.0;0.051;0.0;0.0;0.011;-1;-1
621;2ª VARA CÍVEL E EMPRESARIAL DE SANTARÉM - TJPA;0.01;0.0;0.0;0.01;0.765;0.0;0.069;0.0;0.0;0.029;0.108;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.373;0.02;0.0;0.098;0.0;0.0;0.007;-1;-1
622;2ª VARA CÍVEL E PENAL DE CONCEIÇÃO DO ARAGUAIA - TJPA;0.059;0.0;0.21;0.008;0.445;0.008;0.0;0.008;0.017;0.017;0.101;0.05;0.067;0.0;0.0;0.008;0.0;0.0;0.0;0.0;0.101;0.017;0.0;0.16;0.034;0.0;0.008;0.034;0.0;0.008;0.0;0.244;0.0;0.235;0.05;0.0;0.109;0.0;0.0;0.008;-1;-1
623;2ª VARA CÍVEL ESPECIALIZADA EM FAZENDA PÚBLICA - CAXIAS DO SUL - TJRS;0.16;0.0;0.0;0.0;0.575;0.0;0.007;0.0;0.0;0.0;0.058;0.0;0.196;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.364;0.0;0.585;0.029;0.0;0.022;0.0;0.0;0.018;-1;-1
624;2ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE - TJMG;0.039;0.003;0.222;0.0;0.686;0.0;0.0;0.0;0.0;0.003;0.026;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.101;0.0;0.003;0.092;0.023;0.0;0.0;0.003;0.0;0.0;0.31;0.0;0.454;0.013;0.0;0.0;0.0;0.0;0.02;-1;-1
625;2ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E JUVENTUDE - TJMG;0.017;0.006;0.486;0.0;0.48;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.194;0.0;0.023;0.183;0.086;0.0;0.0;0.0;0.0;0.0;0.234;0.0;0.274;0.0;0.0;0.0;0.0;0.0;0.011;-1;-1
626;2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS - TJMG;0.009;0.002;0.311;0.0;0.654;0.0;0.0;0.0;0.0;0.002;0.017;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.172;0.0;0.009;0.085;0.046;0.0;0.0;0.002;0.0;0.0;0.326;0.0;0.357;0.004;0.0;0.0;0.0;0.0;0.03;-1;-1
627;2ª VARA DA COMARCA DE AQUIRAZ - TJCE;0.688;0.0;0.145;0.0;0.094;0.0;0.0;0.0;0.0;0.007;0.051;0.0;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036;0.08;0.0;0.0;0.014;0.0;0.014;0.0;0.109;0.0;0.717;0.007;0.0;0.022;0.0;0.0;0.009;-1;-1
628;2ª VARA DA COMARCA DE ARACATI - TJCE;0.033;0.008;0.198;0.0;0.058;0.0;0.008;0.0;0.0;0.008;0.678;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.182;0.0;0.0;0.0;0.0;0.017;0.0;0.124;0.0;0.669;0.0;0.0;0.008;0.0;0.0;0.008;-1;-1
629;2ª VARA DA COMARCA DE BEZERROS - TJPE;0.086;0.0;0.074;0.0;0.599;0.0;0.004;0.008;0.0;0.07;0.116;0.0;0.044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.032;0.022;0.0;0.0;0.0;0.0;0.0;0.705;0.0;0.194;0.02;0.0;0.004;0.008;0.0;0.033;-1;-1
630;2ª VARA DA COMARCA DE CABROBÓ - TJPE;0.094;0.02;0.242;0.0;0.513;0.0;0.01;0.059;0.0;0.0;0.046;0.0;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.023;0.138;0.015;0.0;0.0;0.0;0.0;0.0;0.26;0.0;0.423;0.01;0.0;0.005;0.125;0.0;0.025;-1;-1
631;2ª VARA DA COMARCA DE CANINDE - TJCE;0.052;0.0;0.714;0.0;0.039;0.0;0.039;0.026;0.0;0.013;0.117;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.416;0.156;0.039;0.0;0.013;0.0;0.13;0.0;0.156;0.0;0.091;0.0;0.0;0.0;0.0;0.0;0.005;-1;-1
632;2ª VARA DA COMARCA DE COARI - TJAM;0.0;0.0;0.437;0.0;0.429;0.0;0.0;0.0;0.0;0.0;0.134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.097;0.303;0.0;0.005;0.027;0.0;0.005;0.0;0.416;0.0;0.105;0.038;0.005;0.0;0.0;0.0;0.024;-1;-1
633;2ª VARA DA COMARCA DE ESCADA - TJPE;0.403;0.007;0.031;0.0;0.393;0.0;0.017;0.0;0.0;0.0;0.142;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017;0.007;0.0;0.0;0.0;0.0;0.007;0.0;0.397;0.0;0.522;0.051;0.0;0.0;0.0;0.0;0.019;-1;-1
634;2ª VARA DA COMARCA DE EUSEBIO - TJCE;0.681;0.0;0.213;0.0;0.043;0.0;0.0;0.0;0.0;0.0;0.064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021;0.128;0.021;0.0;0.0;0.0;0.043;0.0;0.0;0.0;0.723;0.0;0.0;0.064;0.0;0.0;0.003;-1;-1
635;2ª VARA DA COMARCA DE HUMAITÁ - TJAM;0.0;0.122;0.372;0.0;0.243;0.0;0.0;0.0;0.0;0.0;0.176;0.047;0.027;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.0;0.0;0.068;0.243;0.027;0.0;0.0;0.0;0.115;0.0;0.439;0.0;0.068;0.014;0.0;0.027;0.0;0.0;0.01;-1;-1
636;2ª VARA DA COMARCA DE IRANDUBA - TJAM;0.0;0.019;0.585;0.006;0.27;0.0;0.038;0.013;0.0;0.0;0.038;0.0;0.031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.119;0.428;0.0;0.0;0.0;0.006;0.044;0.0;0.302;0.0;0.031;0.013;0.0;0.057;0.0;0.0;0.01;-1;-1
637;2ª VARA DA COMARCA DE ITACOATIARA - TJAM;0.0;0.038;0.37;0.0;0.378;0.0;0.042;0.004;0.0;0.019;0.141;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.0;0.0;0.05;0.248;0.0;0.008;0.038;0.0;0.031;0.0;0.447;0.0;0.141;0.023;0.004;0.011;0.0;0.0;0.017;-1;-1
638;2ª VARA DA COMARCA DE MANACAPURU - TJAM;0.0;0.296;0.373;0.001;0.144;0.0;0.0;0.005;0.0;0.003;0.175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.109;0.205;0.013;0.004;0.022;0.0;0.025;0.0;0.29;0.0;0.13;0.037;0.0;0.165;0.0;0.0;0.087;-1;-1
639;2ª VARA DA COMARCA DE MANICORÉ - TJAM;0.079;0.066;0.368;0.0;0.158;0.0;0.0;0.026;0.0;0.0;0.132;0.0;0.171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026;0.184;0.092;0.0;0.026;0.013;0.053;0.0;0.447;0.0;0.092;0.0;0.0;0.066;0.0;0.0;0.005;-1;-1
640;2ª VARA DA COMARCA DE MAUÉS - TJAM;0.0;0.014;0.718;0.0;0.197;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042;0.676;0.0;0.0;0.0;0.0;0.0;0.0;0.127;0.0;0.141;0.014;0.0;0.0;0.0;0.0;0.005;-1;-1
641;2ª VARA DA COMARCA DE MOMBAÇA - TJCE;0.024;0.0;0.548;0.0;0.119;0.0;0.071;0.119;0.0;0.0;0.095;0.0;0.024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.095;0.452;0.0;0.119;0.0;0.024;0.0;0.0;0.19;0.0;0.119;0.0;0.0;0.0;0.0;0.0;0.003;-1;-1
642;2ª VARA DA COMARCA DE OIAPOQUE - TJAP;0.36;0.002;0.207;0.0;0.167;0.0;0.005;0.049;0.0;0.002;0.089;0.0;0.042;0.0;0.0;0.0;0.0;0.075;0.0;0.0;0.0;0.0;0.0;0.139;0.108;0.012;0.005;0.042;0.0;0.007;0.0;0.209;0.0;0.459;0.002;0.0;0.016;0.0;0.0;0.028;-1;-1
643;2ª VARA DA COMARCA DE OURICURI - TJPE;0.066;0.0;0.317;0.0;0.543;0.0;0.0;0.016;0.0;0.0;0.049;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.156;0.095;0.0;0.0;0.0;0.0;0.008;0.0;0.49;0.0;0.169;0.0;0.0;0.008;0.074;0.0;0.016;-1;-1
644;2ª VARA DA COMARCA DE PARINTINS - TJAM;0.0;0.0;0.579;0.0;0.22;0.0;0.02;0.0;0.0;0.0;0.112;0.02;0.049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.086;0.438;0.0;0.0;0.033;0.0;0.013;0.0;0.306;0.0;0.066;0.013;0.0;0.036;0.01;0.0;0.02;-1;-1
645;2ª VARA DA COMARCA DE PAUDALHO - TJPE;0.357;0.013;0.172;0.0;0.172;0.0;0.0;0.089;0.0;0.0;0.064;0.0;0.134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.121;0.038;0.0;0.0;0.0;0.0;0.038;0.0;0.293;0.0;0.408;0.0;0.0;0.0;0.102;0.0;0.01;-1;-1
646;2ª VARA DA COMARCA DE PETROLÂNDIA - TJPE;0.111;0.008;0.328;0.0;0.262;0.0;0.033;0.008;0.0;0.0;0.209;0.0;0.041;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.156;0.156;0.008;0.008;0.0;0.008;0.02;0.0;0.459;0.0;0.18;0.0;0.0;0.004;0.0;0.0;0.016;-1;-1
647;2ª VARA DA COMARCA DE QUIXADA - TJCE;0.024;0.0;0.643;0.0;0.024;0.0;0.048;0.0;0.0;0.0;0.238;0.0;0.024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024;0.619;0.0;0.0;0.0;0.0;0.0;0.0;0.167;0.0;0.167;0.024;0.0;0.0;0.0;0.0;0.003;-1;-1
648;2ª VARA DA COMARCA DE QUIXERAMOBIM - TJCE;0.057;0.0;0.714;0.0;0.114;0.0;0.057;0.0;0.0;0.0;0.057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.057;0.629;0.029;0.0;0.0;0.0;0.057;0.0;0.114;0.0;0.086;0.029;0.0;0.0;0.0;0.0;0.002;-1;-1
649;2ª VARA DA COMARCA DE RUSSAS - TJCE;0.327;0.0;0.404;0.019;0.115;0.0;0.038;0.0;0.0;0.0;0.096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.385;0.019;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.346;0.0;0.0;0.0;0.0;0.0;0.003;-1;-1
650;2ª VARA DA COMARCA DE SERTÂNIA - TJPE;0.045;0.012;0.081;0.0;0.793;0.0;0.0;0.018;0.0;0.006;0.039;0.0;0.006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012;0.075;0.0;0.0;0.0;0.0;0.0;0.0;0.679;0.0;0.204;0.012;0.0;0.006;0.012;0.0;0.022;-1;-1
651;2ª VARA DA COMARCA DE SURUBIM - TJPE;0.245;0.047;0.383;0.0;0.231;0.0;0.011;0.005;0.0;0.011;0.054;0.0;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.214;0.148;0.0;0.0;0.013;0.0;0.003;0.0;0.294;0.0;0.316;0.007;0.0;0.0;0.003;0.0;0.048;-1;-1
652;2ª VARA DA COMARCA DE SÃO BENTO DO UNA - TJPE;0.082;0.045;0.134;0.0;0.36;0.0;0.282;0.005;0.0;0.0;0.049;0.0;0.042;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.073;0.066;0.0;0.0;0.0;0.0;0.009;0.0;0.699;0.0;0.144;0.009;0.0;0.0;0.0;0.0;0.028;-1;-1
653;2ª VARA DA COMARCA DE SÃO JOSÉ DO EGITO - TJPE;0.074;0.0;0.135;0.0;0.456;0.0;0.056;0.195;0.0;0.0;0.065;0.0;0.009;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.0;0.0;0.0;0.065;0.07;0.0;0.0;0.0;0.0;0.014;0.0;0.484;0.0;0.177;0.009;0.0;0.0;0.181;0.0;0.014;-1;-1
654;2ª VARA DA COMARCA DE TABATINGA - TJAM;0.0;0.0;0.662;0.0;0.213;0.0;0.005;0.0;0.0;0.0;0.111;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.116;0.464;0.0;0.0;0.053;0.0;0.019;0.0;0.246;0.0;0.053;0.024;0.0;0.014;0.0;0.0;0.013;-1;-1
655;2ª VARA DA COMARCA DE TEFÉ - TJAM;0.031;0.006;0.466;0.0;0.346;0.0;0.0;0.02;0.0;0.006;0.117;0.006;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.204;0.142;0.073;0.02;0.039;0.0;0.017;0.0;0.316;0.0;0.165;0.02;0.0;0.006;0.0;0.0;0.023;-1;-1
656;2ª VARA DA COMARCA DE TIMBAÚBA - TJPE;0.355;0.0;0.105;0.0;0.439;0.0;0.028;0.0;0.0;0.0;0.06;0.0;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.051;0.049;0.004;0.0;0.0;0.0;0.009;0.0;0.325;0.0;0.555;0.004;0.0;0.002;0.0;0.0;0.03;-1;-1
657;2ª VARA DA COMARCA DE ÁGUA PRETA - TJPE;0.208;0.008;0.24;0.0;0.288;0.0;0.048;0.0;0.0;0.0;0.176;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.072;0.168;0.0;0.0;0.0;0.0;0.032;0.0;0.312;0.0;0.384;0.0;0.0;0.032;0.0;0.0;0.008;-1;-1
658;2ª VARA DA FAZENDA PÚBLICA - TJAC;0.469;0.01;0.0;0.003;0.05;0.0;0.0;0.0;0.0;0.0;0.298;0.0;0.166;0.0;0.0;0.0;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.345;0.0;0.652;0.0;0.0;0.003;0.0;0.0;0.087;-1;-1
659;2ª VARA DA FAZENDA PÚBLICA - TJBA;0.86;0.01;0.0;0.0;0.055;0.0;0.003;0.0;0.0;0.003;0.023;0.0;0.046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.153;0.0;0.831;0.01;0.0;0.007;0.0;0.0;0.02;-1;-1
660;2ª VARA DA FAZENDA PÚBLICA - TJRN;0.476;0.012;0.0;0.001;0.08;0.0;0.0;0.0;0.0;0.0;0.284;0.0;0.147;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.323;0.0;0.633;0.001;0.0;0.04;0.0;0.0;0.06;-1;-1
661;2ª VARA DA FAZENDA PÚBLICA DA CAPITAL - TJPE;0.117;0.022;0.0;0.0;0.022;0.0;0.0;0.0;0.0;0.0;0.525;0.0;0.313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.849;0.006;0.101;0.034;0.0;0.011;0.0;0.0;0.012;-1;-1
662;2ª VARA DA FAZENDA PÚBLICA DA COMARCA DE CARUARU - TJPE;0.792;0.0;0.0;0.0;0.028;0.0;0.0;0.0;0.0;0.0;0.078;0.0;0.102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.187;0.0;0.813;0.0;0.0;0.0;0.0;0.0;0.018;-1;-1
