Orgao;2;268;268:269;268:277;268:281;268:284;268:303;268:308;268:316;268:334;268:412;2:1106;2:12133;2:158;2:175;2:197;2:214;385;385:406
1ª vara cível - cruz alta - tjrs (g1);6;0;0;0;0;0;0;0;0;0;0;25;0;25;0;0;0;0;0
1ª vara cível - erechim - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;7;0;11;0;0;0;0;0
1ª vara cível - farroupilha - tjrs (g1);3;0;0;0;0;0;0;0;0;0;0;18;0;25;0;0;2;0;0
1ª vara cível - gravataí - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;24;0;9;1;0;0;0;0
1ª vara cível - guajará-mirim - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;5;0;13;2;0;0;0;0
1ª vara cível - guaíba - tjrs (g1);1;0;0;0;0;0;0;0;0;0;0;10;0;25;1;0;0;0;0
1ª vara cível - ijuí - tjrs (g1);1;0;0;0;0;0;0;0;0;0;0;13;0;29;0;0;0;0;0
1ª vara cível - jaru - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;10;0;2;0;0;0;0;0
1ª vara cível - lajeado - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0
1ª vara cível - machadinho do oeste - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;138;0;53;2;0;0;0;0
1ª vara cível - montenegro - tjrs (g1);4;0;0;0;0;0;0;0;0;0;0;35;0;44;3;0;1;0;0
1ª vara cível - nova brasilândia do oeste - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;28;0;28;2;0;0;0;0
1ª vara cível - novo hamburgo - tjrs (g1);1;0;0;0;0;0;0;0;0;0;0;90;0;41;7;0;1;0;0
1ª vara cível - osório - tjrs (g1);7;0;0;0;0;0;0;0;0;0;0;30;0;46;1;0;0;0;0
1ª vara cível - ouro preto do oeste - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;193;0;9;0;0;0;0;0
1ª vara cível - pelotas - tjrs (g1);1;0;0;0;0;0;0;0;0;0;0;53;0;54;1;0;2;0;0
1ª vara cível - pimenta bueno - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;15;0;59;0;0;0;0;0
1ª vara cível - porto velho - fórum cível - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;11;0;6;0;0;0;0;0
1ª vara cível - presidente médici - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;13;0;2;0;0;0;0;0
1ª vara cível - rio grande - tjrs (g1);1;0;0;0;0;0;0;0;0;0;0;19;0;30;0;0;0;0;0
1ª vara cível - rolim de moura - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;17;0;6;0;0;0;0;0
1ª vara cível - santa cruz do sul - tjrs (g1);4;0;0;0;0;0;0;0;0;0;0;43;0;54;1;0;1;0;0
1ª vara cível - santa luzia do oeste - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;10;0;5;0;0;0;0;0
1ª vara cível - santa rosa - tjrs (g1);2;0;0;0;0;0;0;0;0;0;0;6;0;9;1;0;1;0;0
1ª vara cível - santana do livramento - tjrs (g1);1;0;0;0;0;0;0;0;0;0;0;2;0;16;0;0;0;0;0
1ª vara cível - santiago - tjrs (g1);2;0;0;0;0;0;0;0;0;0;0;15;0;6;0;0;0;0;0
1ª vara cível - santo ângelo - tjrs (g1);2;0;0;0;0;0;0;0;0;0;0;12;0;8;0;0;0;0;0
1ª vara cível - sapiranga - tjrs (g1);4;0;0;0;18;0;0;0;0;0;0;12;0;20;0;0;1;0;0
1ª vara cível - sapucaia do sul - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;25;0;40;0;0;1;0;0
1ª vara cível - sdcr - tjmt (g1);0;0;0;0;0;0;0;0;0;0;0;80;0;76;0;0;8;0;0
1ª vara cível - soledade - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;16;0;14;0;0;0;0;0
1ª vara cível - são borja - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0
1ª vara cível - são francisco do guaporé - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;16;0;18;0;0;0;0;0
1ª vara cível - são gabriel - tjrs (g1);10;0;0;0;0;0;0;0;0;0;0;19;0;38;0;0;0;0;0
1ª vara cível - são luiz gonzaga - tjrs (g1);2;0;0;0;0;0;0;0;0;0;0;60;0;15;0;0;0;0;0
1ª vara cível - são miguel do guaporé - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;19;0;11;0;0;0;0;0
1ª vara cível - taquara - tjrs (g1);2;0;0;0;0;0;0;0;0;0;0;44;0;83;1;0;1;0;0
1ª vara cível - tjac (g1);0;0;0;1;0;0;0;0;0;0;0;2442;0;1958;228;0;146;0;0
1ª vara cível - tjgo (g1);0;0;0;0;0;0;0;0;0;0;0;707;0;319;18;5;5;0;0
1ª vara cível - tjmg (g1);3;0;0;0;0;0;0;0;0;0;0;1194;0;1331;24;0;17;0;0
1ª vara cível - tjpi (g1);0;0;0;0;0;0;0;0;0;0;0;112;0;56;7;7;2;2;0
1ª vara cível - tjrn (g1);72;0;0;0;0;0;0;0;0;0;0;550;6;133;8;0;9;0;0
1ª vara cível - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;275;0;365;3;0;1;0;0
1ª vara cível - tjrr (g1);0;0;0;0;0;0;0;0;0;0;0;1460;2;333;12;0;95;0;0
1ª vara cível - torres - tjrs (g1);3;0;0;0;0;0;0;0;0;0;0;22;0;51;1;0;0;0;0
1ª vara cível - tramandaí - tjrs (g1);1;0;0;0;0;0;0;0;0;0;0;22;0;65;0;0;0;0;0
1ª vara cível - uruguaiana - tjrs (g1);2;0;0;0;0;0;0;0;0;0;0;5;0;18;1;0;0;0;0
1ª vara cível - vacaria - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;20;0;11;1;0;5;0;0
1ª vara cível - viamão - tjrs (g1);2;0;0;0;0;0;0;0;0;0;0;34;0;18;0;0;0;0;0
1ª vara cível - vilhena - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;97;0;89;5;0;0;0;0
1ª vara cível da capital - seção a - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;68;0;0;9;0;2;0;0
1ª vara cível da capital - seção b - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;36;0;0;4;0;7;0;0
1ª vara cível da capital - tjal (g1);0;0;0;0;0;0;0;0;0;0;0;51;0;2;9;0;0;0;0
1ª vara cível da capital - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;208;0;69;0;0;2;0;0
1ª vara cível da comarca de abreu e lima - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;104;0;101;2;0;0;0;0
1ª vara cível da comarca de afogados da ingazeira - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;64;0;27;0;0;2;0;0
1ª vara cível da comarca de alegrete - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;8;3;15;0;0;0;0;0
1ª vara cível da comarca de alfenas - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;70;0;58;0;0;0;0;0
1ª vara cível da comarca de alvorada - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;36;0;20;0;0;2;0;0
1ª vara cível da comarca de araguari - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;28;0;88;2;0;2;0;0
1ª vara cível da comarca de araranguá - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;63;1;6;0;0;0;0;0
1ª vara cível da comarca de araripina - tjpe (g1);0;0;0;4;9;0;0;0;0;0;0;425;0;217;8;0;2;0;0
1ª vara cível da comarca de araxá - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;230;0;72;2;0;20;0;0
1ª vara cível da comarca de arcoverde - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;54;0;110;0;0;8;0;0
1ª vara cível da comarca de bacabal - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;37;0;51;1;0;1;0;0
1ª vara cível da comarca de bagé - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;25;0;0;0;0;0
1ª vara cível da comarca de balneário camboriú - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;38;0;5;0;0;0;0;0
1ª vara cível da comarca de barbacena - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;68;2;76;6;0;2;0;0
1ª vara cível da comarca de belo horizonte - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;142;0;70;0;0;0;0;0
1ª vara cível da comarca de belo jardim - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;63;0;665;6;0;0;0;0
1ª vara cível da comarca de bento gonçalves - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;24;0;57;0;0;1;0;0
1ª vara cível da comarca de betim - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;78;0;28;0;0;2;0;0
1ª vara cível da comarca de biguaçu - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0;2;0;0
1ª vara cível da comarca de blumenau - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;40;0;11;0;0;1;0;0
1ª vara cível da comarca de braço do norte - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;3;0;0
1ª vara cível da comarca de cabo de santo agostinho - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;56;0;8;0;0;2;0;0
1ª vara cível da comarca de cachoeira do sul - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;20;0;17;0;0;0;0;0
1ª vara cível da comarca de cachoeirinha - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;20;0;22;0;0;1;0;0
1ª vara cível da comarca de camaragibe - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;147;0;457;2;0;0;0;0
1ª vara cível da comarca de camboriú - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;9;0;3;0;0;7;0;0
1ª vara cível da comarca de campo belo - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;65;0;30;0;0;6;0;0
1ª vara cível da comarca de campo bom - tjrs (g1);1;0;0;0;0;0;0;0;0;0;0;9;0;5;0;0;1;0;0
1ª vara cível da comarca de campos novos - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;7;0;5;0;0;0;0;0
1ª vara cível da comarca de canoas  - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;42;0;62;0;0;1;0;0
1ª vara cível da comarca de canoinhas - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;30;0;11;0;0;1;0;0
1ª vara cível da comarca de capão da canoa - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;4;0;46;0;0;4;0;0
1ª vara cível da comarca de caratinga - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;74;0;62;0;0;2;0;0
1ª vara cível da comarca de carazinho - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;18;0;11;0;0;4;0;0
1ª vara cível da comarca de carpina - tjpe (g1);0;0;0;0;2;0;0;0;0;0;0;77;0;112;2;0;2;0;0
1ª vara cível da comarca de caruaru - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;54;4;29;0;0;0;0;0
1ª vara cível da comarca de cataguases - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;82;0;74;0;0;0;0;0
1ª vara cível da comarca de caxias - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;83;0;57;6;0;2;0;0
1ª vara cível da comarca de caxias do sul - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;50;0;25;2;0;0;0;0
1ª vara cível da comarca de caçador - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;30;0;9;0;0;10;0;0
1ª vara cível da comarca de chapecó - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;65;0;29;0;0;0;0;0
1ª vara cível da comarca de concórdia - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;75;0;24;1;0;8;0;0
1ª vara cível da comarca de conselheiro lafaiete - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;46;0;36;0;0;4;0;0
1ª vara cível da comarca de contagem - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;58;4;48;0;0;4;0;0
1ª vara cível da comarca de coronel fabriciano - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;44;0;12;2;0;0;0;0
1ª vara cível da comarca de criciúma - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;26;0;7;0;0;8;0;0
1ª vara cível da comarca de cruz alta - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;6;0;10;0;0;4;0;0
1ª vara cível da comarca de curitibanos - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;27;2;17;0;0;1;0;0
1ª vara cível da comarca de curvelo - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;77;0;32;0;0;4;0;0
1ª vara cível da comarca de divinópolis - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;38;0;128;0;0;8;0;0
1ª vara cível da comarca de erechim  - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;19;0;85;0;0;1;0;0
1ª vara cível da comarca de esteio - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;19;0;20;0;0;1;0;0
1ª vara cível da comarca de farroupilha - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;11;0;108;0;0;2;0;0
1ª vara cível da comarca de florianópolis (capital) - continente - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;27;0;7;0;0;2;0;0
1ª vara cível da comarca de florianópolis - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;49;0;9;0;0;5;0;0
1ª vara cível da comarca de formiga - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;71;0;72;0;0;2;0;0
1ª vara cível da comarca de frutal - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;82;0;124;0;0;2;0;0
1ª vara cível da comarca de garanhuns - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;60;0;17;0;2;20;0;0
1ª vara cível da comarca de gaspar - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;19;0;9;0;0;3;0;0
1ª vara cível da comarca de goiana - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;146;0;75;0;0;7;0;0
1ª vara cível da comarca de governador valadares - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;52;0;104;0;0;0;0;0
1ª vara cível da comarca de gravataí - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;18;0;74;1;0;0;0;0
1ª vara cível da comarca de gravatá - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;182;0;292;14;0;6;0;0
1ª vara cível da comarca de guaíba - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;7;0;17;1;0;7;0;0
1ª vara cível da comarca de ibirité - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;38;0;60;4;0;8;0;0
1ª vara cível da comarca de igarassu - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;175;0;117;6;0;1;0;0
1ª vara cível da comarca de ijuí - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;26;0;21;0;0;2;0;0
1ª vara cível da comarca de indaial - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;32;0;7;0;0;12;0;0
1ª vara cível da comarca de ipatinga - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;118;0;48;0;0;0;0;0
1ª vara cível da comarca de ipojuca - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;97;0;6;6;0;2;0;0
1ª vara cível da comarca de itabira - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;240;0;46;0;0;6;0;0
1ª vara cível da comarca de itajaí - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;32;0;9;0;0;4;0;0
1ª vara cível da comarca de itajubá - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;68;0;48;0;0;0;0;0
1ª vara cível da comarca de itapema - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;5;0;0
1ª vara cível da comarca de itaúna - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;32;0;30;0;0;4;0;0
1ª vara cível da comarca de ituiutaba - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;36;0;64;0;0;2;0;0
1ª vara cível da comarca de jaboatão dos guararapes - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;129;0;53;6;0;2;0;0
1ª vara cível da comarca de jaraguá do sul - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;43;0;24;0;0;4;0;0
1ª vara cível da comarca de joaçaba - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;59;0;2;0;0;0;0;0
1ª vara cível da comarca de joinville - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;43;0;15;0;0;0;0;0
1ª vara cível da comarca de juiz de fora - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;102;4;28;0;0;2;0;0
1ª vara cível da comarca de lages - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;40;0;7;0;0;0;0;0
1ª vara cível da comarca de laguna - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0;2;0;0
1ª vara cível da comarca de lajeado - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;10;0;40;0;0;3;0;0
1ª vara cível da comarca de lavras - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;18;2;20;0;0;2;0;0
1ª vara cível da comarca de leopoldina - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;18;0;32;0;0;4;0;0
1ª vara cível da comarca de limoeiro - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;146;0;109;1;0;0;0;0
1ª vara cível da comarca de mafra - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;10;0;5;0;0;0;0;0
1ª vara cível da comarca de manhuaçu - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;73;0;25;0;0;0;0;0
1ª vara cível da comarca de montenegro - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;11;0;11;0;0;3;0;0
1ª vara cível da comarca de montes claros - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;46;0;34;4;0;0;0;0
1ª vara cível da comarca de moreno - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;196;0;381;6;0;0;0;0
1ª vara cível da comarca de muriaé - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;62;0;22;0;0;0;0;0
1ª vara cível da comarca de navegantes - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;21;0;6;2;0;5;0;0
1ª vara cível da comarca de nova lima - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;107;2;271;2;0;2;0;0
1ª vara cível da comarca de nova serrana - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;76;0;48;4;0;10;0;0
1ª vara cível da comarca de novo hamburgo - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;26;0;23;0;0;1;0;0
1ª vara cível da comarca de olinda - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;36;4;22;0;0;2;0;0
1ª vara cível da comarca de osório - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;6;0;9;0;0;0;0;0
1ª vara cível da comarca de ouro preto - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;14;0;3;0;0;8;0;0
1ª vara cível da comarca de palhoça - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;40;0;25;0;0;0;0;0
1ª vara cível da comarca de palmares - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;57;0;45;2;0;0;0;0
1ª vara cível da comarca de paracatu - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;30;0;6;0;0;4;0;0
1ª vara cível da comarca de pará de minas - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;28;0;36;0;0;6;0;0
1ª vara cível da comarca de passos - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;43;0;7;0;0;0;0;0
1ª vara cível da comarca de patos de minas - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;35;0;18;0;0;6;0;0
1ª vara cível da comarca de patrocínio - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;41;0;32;0;0;2;0;0
1ª vara cível da comarca de paulista - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;193;0;63;4;0;4;0;0
1ª vara cível da comarca de pelotas - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;41;0;10;1;0;0;0;0
1ª vara cível da comarca de pesqueira - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;86;0;75;0;0;0;0;0
1ª vara cível da comarca de petrolina - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;36;0;35;0;0;0;0;0
1ª vara cível da comarca de pirapora - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;21;0;22;0;0;6;0;0
1ª vara cível da comarca de ponte nova - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;28;0;21;0;0;6;0;0
1ª vara cível da comarca de porto união - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;9;0;13;0;0;0;0;0
1ª vara cível da comarca de pouso alegre - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;39;2;58;0;0;0;0;0
1ª vara cível da comarca de poços de caldas - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;14;0;20;0;0;4;0;0
1ª vara cível da comarca de ribeirão das neves - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;18;0;30;2;0;6;0;0
1ª vara cível da comarca de rio do sul - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;28;0;12;0;0;1;0;0
1ª vara cível da comarca de rio grande - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;15;0;53;0;0;1;0;0
1ª vara cível da comarca de salgueiro - tjpe (g1);0;0;0;6;47;12;2;0;0;0;0;145;0;97;8;0;6;0;0
1ª vara cível da comarca de santa cruz do capibaribe - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;111;0;62;6;0;8;0;0
1ª vara cível da comarca de santa cruz do sul - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;16;0;71;1;0;5;0;0
1ª vara cível da comarca de santa luzia - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;20;0;12;0;0;4;0;0
1ª vara cível da comarca de santa maria - tjrs (g1);3;0;0;0;0;0;0;0;0;0;0;10;0;130;0;0;0;0;0
1ª vara cível da comarca de santa rosa - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;13;0;0;1;0;0
1ª vara cível da comarca de santana do livramento - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;9;0;52;0;0;2;0;0
1ª vara cível da comarca de santiago - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;4;0;16;0;0;2;0;0
1ª vara cível da comarca de santo ângelo - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;12;0;27;0;0;1;0;0
1ª vara cível da comarca de sapiranga - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;10;1;3;0;0;6;0;0
1ª vara cível da comarca de sapucaia do sul - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;16;0;17;0;0;3;0;0
1ª vara cível da comarca de serra talhada - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;123;0;57;0;0;2;0;0
1ª vara cível da comarca de sete lagoas - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;19;0;9;0;0;2;0;0
1ª vara cível da comarca de soledade - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;24;0;52;0;0;2;0;0
1ª vara cível da comarca de são borja - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;7;0;0;0;0;0
1ª vara cível da comarca de são francisco do sul - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;19;0;3;0;0;0;0;0
1ª vara cível da comarca de são gabriel - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;5;0;12;0;0;3;0;0
1ª vara cível da comarca de são josé - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;31;1;13;0;0;2;0;0
1ª vara cível da comarca de são joão del-rei - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;16;0;8;0;0;0;0;0
1ª vara cível da comarca de são leopoldo  - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0
1ª vara cível da comarca de são lourenço - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;15;0;9;0;0;8;0;0
1ª vara cível da comarca de são lourenço da mata - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;63;0;76;0;0;0;0;0
1ª vara cível da comarca de são luiz gonzaga - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;10;0;11;0;0;2;0;0
1ª vara cível da comarca de são miguel do oeste - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;16;0;6;0;0;5;0;0
1ª vara cível da comarca de são sebastião do paraíso - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;19;0;26;0;0;0;0;0
1ª vara cível da comarca de taquara - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;10;0;17;0;0;1;0;0
1ª vara cível da comarca de teófilo otôni - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;6;0;0;0;0;0
1ª vara cível da comarca de tijucas - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;2;0;0
1ª vara cível da comarca de timbó - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;33;0;2;0;0;4;0;0
1ª vara cível da comarca de timóteo - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;4;0;0;0;0;0
1ª vara cível da comarca de torres - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;6;0;41;0;0;4;0;0
1ª vara cível da comarca de tramandaí - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;17;0;5;0;0;1;0;0
1ª vara cível da comarca de três corações - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;12;0;25;0;0;0;0;0
1ª vara cível da comarca de três pontas - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;20;0;9;0;0;2;0;0
1ª vara cível da comarca de tubarão - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;30;0;8;0;0;2;0;0
1ª vara cível da comarca de uberaba - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;24;2;29;0;0;3;0;0
1ª vara cível da comarca de uberlândia - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;35;0;36;0;0;0;0;0
1ª vara cível da comarca de ubá - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;15;0;9;0;0;2;0;0
1ª vara cível da comarca de unaí - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;14;0;49;2;0;2;0;0
1ª vara cível da comarca de uruguaiana - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;6;0;49;0;0;4;0;0
1ª vara cível da comarca de vacaria - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;5;0;46;0;0;3;0;0
1ª vara cível da comarca de varginha - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;30;0;15;0;0;2;0;0
1ª vara cível da comarca de vespasiano - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;18;0;14;0;0;8;0;0
1ª vara cível da comarca de viamão - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;36;0;45;1;0;3;0;0
1ª vara cível da comarca de videira - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;35;0;13;2;0;0;0;0
1ª vara cível da comarca de vitória de santo antão - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;73;0;62;0;0;3;0;0
1ª vara cível da comarca de viçosa - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;22;0;52;0;0;8;0;0
1ª vara cível da comarca de xanxerê - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;39;0;8;0;0;4;0;0
1ª vara cível de açailandia - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;50;0;41;0;0;0;0;0
